@relation mydata-weka.filters.unsupervised.attribute.Remove-R5-6-weka.filters.unsupervised.attribute.Remove-R6-7-weka.filters.unsupervised.attribute.Remove-R7-8-weka.filters.unsupervised.attribute.Remove-R8-9-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1

@attribute GP numeric
@attribute PTS numeric
@attribute FG. numeric
@attribute X3P. numeric
@attribute FT. numeric
@attribute REB numeric
@attribute AST numeric
@attribute STL numeric
@attribute BLK numeric
@attribute TOV numeric
@attribute TARGET_5Yrs numeric

@data
60,4.7,38.8,31.8,79.5,1.6,0.7,0.3,0.1,0.4,1
63,3.9,49.5,0,64.6,2.5,0.2,0.4,0.3,0.2,1
71,2.9,39.6,0,62.3,2.1,0.5,0.4,0.1,0.3,1
39,2.7,66.2,0,90,2.5,0,0.2,0.4,0.3,1
71,3.2,39.6,21.9,83.7,0.9,1.7,0.5,0.1,0.7,1
57,3.3,46.3,28.6,66.7,1.4,0.3,0.4,0.2,0.3,0
44,3,35.4,35.7,71.1,1,0.4,0.2,0.2,0.4,0
43,2.6,35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1
43,2.6,35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1
51,2.7,37.1,40,72.2,1.2,0.4,0.1,0.3,0.5,1
12,1.7,30,16.7,58.3,0.7,1.2,0.3,0.2,0.9,0
18,2.4,37.2,32.1,60,1.1,0,0.1,0.1,0.3,0
53,17.5,50.8,16.7,68.6,7,1.2,0.4,1.1,2.3,0
25,2.3,39.6,31.3,84.6,0.7,0.5,0.3,0.1,0.6,0
82,18.5,43.8,38.4,87.9,3.8,3.2,1.1,0.2,2.8,1
81,16.8,47.5,22.2,78.8,3.9,6.3,0.8,0.2,2.5,1
78,16.1,45.6,38.9,85.4,2.6,2.8,1,0.5,2.1,1
82,15.3,39.8,27.1,81.5,4.9,5.3,1.3,0.2,3.3,1
82,10,42,36.7,76.7,2.8,4.9,1.9,0.1,2,1
82,13,53.1,0,79.3,8.1,1,0.5,1.8,1.8,1
82,11.1,49.7,0,69.2,7.4,1.1,0.6,0.7,1.8,1
72,11.8,43,43.9,89.3,1.8,3.5,0.6,0,1.6,1
78,6.4,42.2,27.6,68.4,5.2,1.5,0.9,0.3,1.2,0
81,11.1,45.9,10.5,78.9,9.1,1,0.4,0.6,1.5,1
77,8.4,45,40.4,83,2.3,1.2,1,0.2,0.9,1
81,13.9,47.2,40.7,77.2,5.4,1,0.5,0.5,1.5,1
75,8.1,42.3,37.3,69.7,3.1,0.9,0.5,0.5,1,1
67,10.1,47.8,46.7,87,3,1.2,0.5,0.2,0.8,1
61,8.9,56.4,0,63.7,7,0.5,0.4,1.1,1.4,0
56,5.3,45.9,34.4,70.7,2.3,1.8,0.8,0.5,1.2,0
66,7.4,39.3,36.5,84.5,4.7,0.8,0.7,0.3,0.9,1
76,5.6,43.8,0,66.7,4.6,0.6,0.7,0.7,0.6,1
77,5.7,40.3,32.9,78.1,2.1,1.8,0.6,0.3,1,1
79,7.7,50.2,25,77.3,3.7,0.4,0.3,0.7,0.6,1
75,6.5,49.4,0,66,3.9,0.3,0.4,1,0.8,1
51,5.7,41.2,32.5,69.1,1.7,2.1,0.7,0,1.4,0
53,4.3,63.3,0,38.5,4.5,0.2,0.2,1.1,0.8,1
70,7.1,47.1,0,66.7,3.5,0.7,0.3,1.1,0.8,1
68,5.3,39.2,34.6,79.1,0.8,1.7,0.3,0,0.9,0
80,13.2,41,35.1,73.7,3.4,3.3,1.2,0.2,2.5,0
44,4.9,46,25,82.3,1.1,1.2,0.3,0.2,0.7,1
53,4.3,36.5,25.9,80.6,1.1,1.5,0.3,0,1.1,1
59,4.7,41.6,34.8,69.9,1.9,0.7,0.3,0.5,0.9,1
60,2.8,40.6,39.4,64,0.7,2,0.5,0,1.1,1
48,4.7,50.8,0,70.6,2.9,0.4,0.3,0.7,0.5,1
40,3.9,38.9,39.5,80,2,0.5,0.3,0.5,0.4,0
19,2.7,29.2,22,50,2.2,0.9,0.3,0.1,0.4,1
76,13.8,42.3,34.3,84,2.5,2.6,0.6,0.3,2.1,0
60,3.1,51.8,0,69.1,2,0.1,0.2,0.7,0.5,1
51,1.9,43,0,68.6,1.7,0.2,0.2,0.1,0.3,0
37,2.4,36.5,40,85.7,0.9,0.8,0.3,0,0.6,0
80,20.3,43,28.8,87.3,4.3,2.4,1,0.9,2.9,1
80,10.5,42.7,27.6,74.4,4.7,1.5,0.6,0.6,2,1
78,8.5,48.5,32.8,74.1,6.2,1.2,1,1.4,0.7,1
79,12.7,42.9,33.1,74.3,4.5,1.2,0.6,0.5,1.6,0
53,9.4,42.8,33,73.2,2.6,4.2,0.8,0,1.7,1
73,8.1,37.5,30.7,78.4,4.2,1.6,0.8,0.2,1.6,0
59,8.8,38.1,33.2,82.5,3,1.3,0.4,0.1,1.1,1
79,5.8,37.4,19.4,80,3.7,1.4,1,0.3,1.1,1
74,8.2,53.9,31.6,73.8,4.2,0.8,1,0.1,0.9,1
74,6.6,48.2,0,69.1,5.6,1.1,0.9,0.9,1.2,1
35,7.3,43.8,30,63,3.6,0.9,0.4,0.5,0.8,1
57,7.6,40.1,18.8,81.4,2.3,2.8,0.9,0.1,1.4,1
73,5.8,46.8,22,73.7,3.9,1.1,0.8,0.1,0.7,1
73,5.6,53.8,0,60.9,4.4,0.4,0.4,1.4,1,0
60,10.3,49.8,21.4,72.7,5.5,0.7,0.4,1.4,1.1,0
42,8.1,61.6,0,66.1,4.9,0.5,0.4,0.2,0.6,1
56,4.2,40.1,20.6,79.2,1,2,0.5,0,1,0
75,7.5,43.9,40,81.5,1.5,0.8,0.5,0.1,1.3,1
76,4.5,45.5,28.6,65.9,3,0.3,0.3,0.7,0.6,1
69,4.5,48.4,0,66,3,0.4,0.5,0.3,0.9,1
50,5.6,42.1,27,69.2,2.2,1,0.4,0,1.1,0
71,4.7,45.9,19,65.5,3.2,0.6,0.2,0.6,0.8,1
75,3.7,41.1,20.8,78.2,1.8,0.7,0.4,0.1,0.5,1
51,5.2,41.3,33,85.7,1.1,1.7,0.3,0.1,0.9,1
32,3.7,42.6,34.6,79.3,1,1.1,0.5,0,0.6,1
57,3.9,53.3,41.7,63.5,2.1,0.7,0.5,0.2,0.6,0
52,1.9,47.1,0,59.3,2.6,0.3,0.2,0.2,0.5,0
26,4.1,56.1,0,68.2,3.4,0.4,0.3,0.4,0.5,0
61,4.3,50.5,0,56.6,2.8,0.7,0.3,0.3,0.9,1
70,1.3,37.9,16.7,43.8,2,0.6,0.3,0.4,0.6,1
38,4,55.4,0,67.5,2.6,0.2,0.2,0.6,0.3,1
38,3.2,40.8,0,64.3,1.6,0.3,0.2,0.4,0.5,0
64,0.9,42.9,0,65.4,0.8,0.2,0.2,0.1,0.1,0
14,1.1,26.1,23.1,0,0.4,0.1,0,0.2,0.3,0
66,7,56.3,0,64.8,5.3,0.6,0.7,1,0.7,0
57,16.8,45.6,37.7,83.8,4.4,4,1.2,0.2,2,1
78,11.8,37.6,33.7,71,2.9,2.1,0.4,0.1,1.7,0
78,10.8,42.2,36.4,72.7,4.5,1.3,0.9,0.9,1.8,1
78,6.4,41.8,20.7,64.7,3.7,3.8,1.6,0.1,1.8,1
82,10.1,43.4,36.8,85.4,2.7,2.8,0.7,0.3,1.9,1
63,9,50.3,0,72.2,5,0.4,0.3,1.2,0.7,1
48,7.7,45.7,28.3,79.6,2,0.9,1.1,0,1,0
52,6.6,45.2,46.1,66.7,2.1,1.4,0.7,0.5,0.7,0
82,7.4,53.1,0,62.4,5.1,0.6,0.6,0.2,0.9,1
81,5.5,45.5,50,76.4,5.4,0.5,0.6,0.5,1.2,1
82,6.8,52.5,33.3,67.3,5.2,0.8,0.8,0.9,1.1,1
67,6.6,46.4,34.7,60.9,1.9,0.4,0.6,0.3,0.6,1
79,6.8,39.5,28.2,84.7,2.1,3.3,0.4,0,1.8,0
79,6.8,39.5,28.2,84.7,2.1,3.3,0.4,0,1.8,0
60,4.6,42.4,41.9,71.8,1.5,1.2,0.4,0.1,0.7,1
68,4.9,50.5,18.5,56.7,4.3,0.6,0.8,0.7,0.7,1
29,5.8,45.7,28.6,71.2,5.3,1.5,1.3,0.6,0.9,0
72,4.4,42.2,32.8,71.1,1.7,1.9,0.6,0.1,1,1
47,6.2,38.6,41.4,76.4,1.5,0.9,0.4,0.1,0.9,0
52,4.5,38.2,27.7,58.5,2,1.6,0.6,0.1,1.1,0
42,6,41,38.8,90,1.2,0.9,0.3,0,0.5,1
72,5.2,47.5,0,60.6,3.7,0.6,0.6,1.1,1.3,1
59,4.4,53.8,0,66.1,3.1,0.3,0.4,0.6,0.8,0
43,2.9,41.7,0,48.5,2.5,0.3,0.2,0.5,0.5,0
81,7.5,41,33.7,73,4.1,1.2,0.5,0.5,0.7,0
46,3.9,46.9,36.5,55,1.8,0.5,0.1,0.2,0.5,1
56,4.6,52.8,0,67.5,1.3,0.4,0.7,0.1,0.4,1
68,2.7,36.7,32.1,86,1.8,1,0.4,0.1,0.6,0
58,3.3,50.8,0,78.7,2.3,0.2,0.2,0.7,0.4,1
63,4.2,44.6,0,73.6,3.4,0.2,0.2,0.3,0.8,1
56,3.1,54.4,0,59.7,2.7,0.2,0.2,0.5,0.6,1
61,4.2,57.9,0,54.4,2.9,0.2,0.2,0.3,0.5,0
41,4.1,43.3,34.6,84.4,0.7,1.3,0.4,0,0.4,0
42,3.4,36.6,35.1,67.6,0.7,1.5,0.4,0,0.5,1
29,4,31,28.6,85,2.4,0.7,0.5,0.2,0.5,0
42,2.8,38.1,24,73.3,0.9,0.4,0.4,0.1,0.4,0
61,2.9,55.6,0,66.7,1.3,0.2,0.3,0.1,0.4,0
44,2.5,46.2,11.1,56.1,1.3,0.4,0.3,0,0.4,1
44,2.5,46.2,11.1,56.1,1.3,0.4,0.3,0,0.4,0
38,2.4,56.8,0,60,1.9,0.1,0.2,0.1,0.8,0
35,1.5,36,33.3,100,0.7,0.2,0.1,0,0.1,1
78,16.1,43,28.2,84.7,5.1,7.8,2.2,0.1,2.4,1
80,11.9,39.1,35.8,72.5,3.3,5.6,1.3,0.1,2.3,1
81,13,46.3,32.7,70.6,6.4,1.1,0.7,0.8,1.2,1
80,8.8,40.3,36.1,69.9,3.3,2.7,1.1,0.1,1.5,1
80,10.8,42.1,41.6,70.4,2.4,4.5,0.8,0.2,1.8,1
63,5.5,52.7,10,68.1,5,0.7,0.9,0.4,0.7,0
79,8.5,44.3,24.5,74.7,4.8,0.8,0.6,0.3,1.1,1
65,12.3,47.7,33.3,82.5,5.8,0.8,0.5,0.7,1.5,1
78,7.5,46.2,32.3,77.7,4.9,1.2,0.7,0.8,1,1
61,7.6,48.7,33.3,75.2,4.9,1,0.6,0.1,0.9,1
72,9.3,40.7,39.7,75.2,2.3,2,0.8,0,1.6,1
61,9.7,41.5,38,90,1.9,1.2,0.4,0.1,1.3,0
79,6.7,44.2,26.3,80,2,2.8,0.5,0,1.3,1
81,6.1,47,34.8,63.4,3.1,4.5,1.2,0.1,1.7,0
80,6.7,47.8,33.3,81.2,3.1,0.8,0.5,0.2,1.1,1
49,6.8,41.5,34.1,71.2,2.1,1.6,0.7,0.2,1.2,1
61,6.6,39.9,35.7,85.9,2.1,0.6,0.3,0.2,0.7,1
79,7.9,45,37.2,73.6,1.8,0.8,0.6,0.3,1.1,0
67,5.1,59.6,0,57.7,4.5,0.6,0.5,0.3,0.8,1
67,5.1,59.6,0,57.7,4.5,0.6,0.5,0.3,0.8,0
36,5.8,41.4,41.4,80.5,1.9,0.9,0.3,0.1,0.9,1
80,3.2,39.5,22.5,66.2,1.8,1.6,1,0.1,1.4,0
69,7,52.4,0,81,3.3,0.4,0.2,0.4,1.1,1
66,3.8,38,28.2,78.3,1.3,1.3,0.6,0.1,0.9,0
18,4.7,33.7,26.9,73.9,1.7,1.8,0.4,0.3,0.8,0
59,3.4,51,50,78,3.3,0.5,0.3,0.4,0.5,1
37,3,45.7,0,80,2.2,0.2,0.2,0.1,0.6,1
68,4.1,44.3,0,66.1,2.1,0.4,0.2,0.3,0.8,1
43,3.4,48.3,0,88.2,2,0.2,0.3,0,0.6,0
39,1.8,35.8,6.7,50,0.8,0.3,0.1,0.1,0.5,1
51,2.7,39,23.5,69.8,1,0.9,0.6,0.1,0.7,0
23,3.4,36.8,25,75,1.7,0.7,0.3,0.1,0.4,1
32,8.3,46.2,44.1,85.7,2.5,3.6,1,0.1,1.5,0
39,1.8,25,18.5,94.1,0.7,1.2,0.7,0.1,0.6,0
57,2.3,45.4,0,60.6,2.3,0.3,0.3,0.2,0.4,1
46,1.6,40.2,0,29.6,1.7,0.2,0.1,0.5,0.4,1
33,1.5,45.5,0,47.8,1.5,0.2,0.2,0.1,0.1,0
73,15.1,44.7,0,60.9,10.9,0.9,0.8,1.7,1.7,1
82,9,49.3,33.1,74.3,5.7,3,1.7,0.6,1.7,1
82,12,52,0,67.1,10,0.9,0.9,1.7,2,1
80,10.1,47,23.2,82.3,6,1.9,0.9,0.4,1.3,1
74,9.7,45.5,17.4,68.8,6.2,1.7,0.8,1.9,1.8,1
82,5.9,35.2,35.5,73.1,2.6,4.9,1,0,1.4,1
76,10.3,39.4,28.8,68.9,2,1.9,0.7,0.1,1.4,1
78,5.1,43.2,25,67.3,2.7,1.4,0.7,0.3,0.7,1
79,8.7,45.5,31.2,68.2,2.4,3,1,0,1.5,1
62,7,42.7,30.8,72.7,5.4,0.8,0.4,0.3,0.9,0
68,6.8,39.3,24.6,78.9,1.5,3.3,0.5,0.1,1.8,1
23,4,29.1,25.9,62.5,2.7,0.9,0.6,0.1,0.7,0
82,7.2,53.3,42.4,78.9,3.5,0.6,0.5,0.2,0.5,1
43,6.1,57.6,0,57.1,3.1,0.3,0.4,1.3,1.2,0
80,5.9,44.2,23.1,69.5,3,1.1,0.9,0.2,0.9,1
82,5.6,53.7,0,70.3,4.6,0.4,0.4,0.6,0.8,1
77,6.4,47.5,38.7,73.7,2.9,0.8,1,0.3,1,1
76,5.7,42.9,33.6,75.7,1.3,2.2,1,0.3,1.1,1
46,4.6,41.2,0,64,3.8,0.9,0.5,0.4,1.4,0
71,6.7,52.8,0,63,4.4,0.3,0.3,0.8,0.9,1
25,3.7,36.2,30.4,77.8,1.4,0.7,0.6,0,0.4,0
68,5,37.2,35.3,66.7,1.8,0.5,0.4,0.3,0.8,0
62,3.5,42.9,33.3,70.1,1.4,1.7,0.6,0.1,0.9,1
67,4.1,40.4,33.3,43.6,2.9,0.6,0.4,0.3,0.8,1
39,4.5,42.6,35.8,70.4,1.7,1.4,0.5,0.2,0.6,1
38,3.1,36.3,26.9,73.7,1.1,1.8,0.5,0,0.7,0
36,3.1,33.6,24.5,62.5,0.9,1.4,0.4,0,0.7,0
76,5.6,39.4,22,78,1.9,2.3,0.7,0.1,1.1,0
38,3.3,38.9,27.3,68.8,1.4,1,0.6,0.1,0.7,0
11,2.4,60,0,33.3,3.4,0.4,0.4,0.4,0.6,0
45,2.9,38.5,20,65.5,1.3,0.5,0.4,0.1,0.5,1
79,20.9,41.7,29,75.4,5.5,5.9,1.6,0.7,3.5,1
82,21,42.6,32.2,77.7,6.1,2.8,1.2,0.5,3,1
76,12,38.6,39,80.4,3.4,6.8,1.3,0.3,2.7,1
61,16.2,46.5,30.2,74.7,4,4.5,1.4,0.6,3.2,1
75,11.5,45.9,35.7,70.1,7.4,1,0.8,1.4,1.4,1
70,9.6,40,30.5,78.6,3.8,1.5,1,0.2,1.6,1
55,7.1,38.4,23.8,81.6,3.2,6.5,1.1,0.1,2.5,1
73,6.8,40.3,35.8,63.1,4.3,1.3,0.6,0.1,1,1
75,7.3,45.9,0,76.5,6.3,0.7,0.4,0.3,1,1
67,8.6,43,30.3,70.3,5.5,1.4,1,0.8,1,1
82,6.1,46,0,69.7,5.6,1,0.3,0.9,1.9,1
37,4.2,35.9,30.2,71.8,1.3,2.9,0.8,0.1,0.9,0
38,4.5,45.7,15.4,70.5,4,1.3,0.7,0.1,1.2,1
47,6.2,39.4,44.4,62.9,3.6,1.2,0.7,0.4,1.1,1
75,5.9,38.6,37.1,82.1,1.6,2.8,0.8,0.1,1.7,1
56,8.5,49.4,30.6,76.9,2.6,2.1,0.9,0.2,0.8,1
41,4.2,35.5,21.2,59.5,4.5,0.7,0.9,0.8,0.9,1
81,5.9,40,31.4,75.6,1.6,2.2,1.1,0.2,1.5,1
69,5.5,41.4,33.8,82.3,1.6,2.4,0.8,0.1,1.2,1
53,6.9,40.1,31.1,72.8,1.2,1,0.5,0.1,1.1,1
24,4.7,40.4,38.2,47.8,2.8,0.4,1.2,0.5,0.6,0
57,5,38,25.6,78.6,1.3,1.3,0.5,0,0.9,1
71,3.8,47.4,0,71.3,4.2,0.8,0.4,0.4,0.7,1
35,4.4,47.5,0,75,2.9,0.6,0.5,0.5,0.5,1
41,3,35.4,30,81.5,1.7,0.5,0.2,0.2,0.4,0
74,4.5,35.2,39.1,79.2,1.5,0.5,0.3,0.1,0.6,1
49,5.6,42.4,40.4,81.1,2.3,1,0.6,0.2,0.7,0
36,3.5,45.7,0,44.2,3.3,0.5,0.4,0,0.6,0
41,3.5,40.3,47.7,83.3,1.3,0.3,0.3,0.1,0.5,1
72,2.4,42.5,33.3,70.5,1.8,1.6,0.4,0.1,0.6,1
38,1.8,29.1,30,64,1,1.1,0.3,0.1,0.5,0
54,3.4,45.3,37,88.5,1,0.4,0.3,0.1,0.1,0
16,1.2,43.8,33.3,66.7,0.4,0.1,0.1,0,0.4,1
78,15.4,41.6,31.8,82.4,5.1,2.7,1.8,0.4,2.5,1
55,6,50.4,38.3,75,1.7,1.1,0.4,0.1,1,0
82,13.5,47.2,20,66.1,8.8,1,0.8,1.1,2.3,1
47,13.4,36.9,31.6,80,1.7,2.8,0.8,0.1,1.8,0
70,12.5,45.7,29.2,71.2,6.5,1.2,0.8,0.5,2.1,1
75,9.5,39.9,32.2,64,2.6,4.7,1.1,0.2,2.3,0
81,10,53.6,0,77.1,7.5,1.3,0.7,0.6,1.3,1
49,8.9,52.9,14.3,52.1,5.7,0.8,0.5,1.1,1.7,1
82,5.1,36.2,25,65.2,3,3.4,1,0.2,1.9,0
64,8.3,36.9,35.3,76.6,2.3,2.6,0.6,0.1,0.9,0
33,5.2,40.5,32.3,76,2.8,1,0.6,0.3,0.7,0
70,3.1,30.5,29.3,80,1.3,0.6,0.4,0.2,0.4,0
59,6.9,39.3,26.9,79,2.7,2.2,1,0.6,1.4,0
72,7.5,36.2,29.2,73.1,2.6,1.3,0.3,0.6,1.1,1
67,3.2,47.1,0,51.9,6.6,0.5,0.6,0.2,0.8,1
66,6.2,40.2,32.2,83.1,1.8,2.5,0.7,0.2,2,1
75,6.4,42.2,22.2,78.4,3.4,0.7,0.6,0.2,0.9,0
82,5.7,40.3,34.7,78,2.6,1.3,0.7,0.2,1.1,1
82,5.7,40.3,34.7,78,2.6,1.3,0.7,0.2,1.1,1
27,5.7,46.6,0,72.6,3.2,0.6,0.3,0.3,0.7,0
72,5.1,37.3,31.5,68.6,1.2,1,0.5,0.1,0.8,0
42,6.4,38.4,29.8,80.4,1.7,1,0.6,0.1,1,1
52,4.5,49.5,0,70.3,3.3,0.3,0.2,0.6,1,1
46,3.2,33.8,28.6,78.7,1.5,2,0.6,0.1,0.6,1
35,4.8,43.4,0,69.5,2.4,0.9,0.2,0.1,0.7,0
51,3.9,38.7,33.3,67.4,1.2,0.4,0.4,0.3,0.9,0
55,4.8,46.6,0,68,3,0.3,0.2,0.4,0.8,0
58,2.3,38.5,41.7,50,1.3,0.8,0.5,0.1,0.5,0
51,5.6,51.4,18.2,68.9,2.6,0.6,0.4,0.8,0.6,0
76,3,39.3,27.9,69.6,1.2,0.9,0.1,0.1,0.8,1
39,4.1,43.1,25,68.4,1.4,0.2,0.2,0.5,0.5,0
46,3.7,52.1,0,50,2.3,0.5,0.1,0.3,0.6,1
50,3.7,41.2,36.1,80.8,0.9,1.7,0.3,0,1.1,1
42,3.3,44.9,42.6,64.7,1.1,0.6,0.2,0.3,0.5,1
48,1.9,29.2,0,59,2.1,0.2,0.2,0.4,0.5,0
64,2.1,41.4,32.3,74.3,0.9,0.7,0.3,0.1,0.5,1
36,2.6,37.9,28,70,0.9,0.4,0.4,0.1,0.6,0
53,2.4,50,33.3,35,1,0.2,0.3,0,0.4,0
57,5,41,32.4,79.2,1.5,1.9,0.6,0.1,0.8,0
19,1.6,29.7,35.7,75,0.4,0.6,0.1,0.1,0.1,0
78,14.4,42.9,37.3,70,5.4,2.8,1.6,1,2,1
80,14.4,42.6,33.3,67.1,4.3,3,1.3,0.4,2,1
80,9.4,38,24,70.4,3.7,8.1,1.7,0.5,3.4,1
77,9.2,41.9,32.3,67.5,2.6,4.3,1.2,0.1,2,1
78,8.7,42.5,36.4,76.3,3.3,2.2,0.7,0.6,1.3,1
55,3.8,40.6,26.5,80,2.4,0.5,0.3,0.5,0.4,0
73,8.8,36.6,33,74.4,5.7,0.7,0.2,1.8,0.6,1
77,7.5,43,29.2,77.4,3.3,2.3,0.8,0.3,0.9,1
47,10.9,45.3,34.5,77.5,2.8,3.7,1.5,0.2,2.1,1
79,9.4,45.7,23.2,71.3,3.7,1.8,0.8,0.6,1.4,1
67,7.2,40,12.1,83.8,2.4,3,1.4,0.1,1.4,1
70,6.4,46.1,0,74,4.2,0.8,0.4,0.3,0.8,1
62,5.1,49.3,0,60.6,5.2,0.5,0.3,1.5,0.8,1
71,6.1,49.7,0,60.4,4.8,0.8,0.4,1.3,1.4,1
77,4.5,42.1,50,70.1,3.9,1.1,0.4,0.6,0.9,1
82,5.9,42.1,33.3,77.6,3.9,0.9,0.4,0.3,1,1
68,3.8,38.4,19.2,64.3,3.1,0.9,0.3,0.4,0.7,0
72,6.7,50.1,0,65.6,3.8,0.3,0.2,0.7,1,1
36,5.3,36.7,25.9,78.3,1.4,3,0.9,0,1.5,0
64,3.6,45.3,36.4,63.9,1.3,2,0.9,0.1,0.8,1
57,4.5,38.7,0,70.7,3.5,0.8,0.3,0.5,0.8,1
62,5.2,34.1,28.4,67.1,1.1,1.5,0.6,0.1,1,0
35,2.4,35,24.5,72.7,1.4,1.1,0.3,0.1,0.7,0
47,4.3,53.6,0,55.4,3.9,0.1,0.4,0.7,0.6,1
40,3.1,42.6,33.3,75,1.1,1.8,0.5,0.1,1,0
53,3.6,45.6,0,58.5,1.8,0.1,0.1,0.8,0.3,1
60,1.8,34.4,0,73.3,2,0.4,0.3,0.6,0.6,1
53,3.1,51.7,0,73.7,2,0.1,0.1,0.1,0.6,0
54,3.2,42.9,0,50,1.6,0.5,0.3,0.1,0.4,1
21,3.8,38.2,38.5,92.3,0.5,1.2,0.2,0,0.5,0
41,2.8,44.9,0,66.7,1.7,0.3,0.2,0.1,0.4,1
35,1.8,31.8,29.4,50,0.5,0.2,0.2,0,0.2,0
39,4.7,57.1,0,54.5,3.1,0.3,0.1,0.8,0.4,0
68,12,44.5,9.1,63,7.4,1.9,1.1,1.7,2,1
48,13.2,46.7,21.7,80.2,7.5,1.2,0.7,0.6,1.9,1
82,11.9,43.6,40.7,71.1,4,1.7,0.6,0.2,1.2,1
81,9.4,50.5,5.3,52.1,5.9,1.2,0.6,1.5,1.8,1
80,9.3,43.1,38.2,71.7,3.2,1.3,0.8,0.3,1,1
51,8.6,38.9,0,66.7,3.7,1.2,0.9,0.1,1.2,0
72,9.5,43,25.6,72.7,4.3,1.1,0.4,0.3,1.7,1
77,8.2,42.5,33.5,71.9,2.7,1.8,1.1,0.2,1.7,1
65,9.5,41.7,37,82,2.2,1,0.7,0.1,1.1,0
59,7.6,44.2,0,79.4,4.7,0.3,0.3,0.9,1.4,1
63,3.7,42.7,31.6,63.3,2.1,0.2,0.3,0.1,0.5,0
78,5.9,43.1,26.9,73.6,3.2,0.8,0.5,0.3,0.7,1
50,6.3,37,33.3,77.8,1.6,2.9,1,0,1.1,0
76,8.1,44.2,33.1,62.7,3.4,0.8,0.6,0.1,0.8,1
64,3.9,50.5,0,69.7,3.6,0.5,0.6,1.2,1,1
61,4.6,35.2,35,79.4,1.5,2.3,0.7,0.2,1.4,1
78,5.1,37.4,32.3,73.6,2.3,0.8,0.6,0.4,1.2,1
80,4.9,45.1,0,60.3,3.6,0.4,0.8,1,0.8,1
76,5.9,40.9,35,69.8,1.2,2.3,0.5,0.1,1.2,1
78,5.4,40,29.4,70.8,1.7,2.7,0.6,0,1.8,1
53,5,41.4,39.6,90.3,1.2,1.3,0.4,0,0.6,0
42,3.9,48.5,0,74.4,2.2,0.6,0.2,0.1,0.6,1
50,5,42.1,34.5,68.6,0.8,1,0.3,0,0.7,1
55,4.8,50.5,16.7,72.4,1.4,0.7,0.5,0.1,0.8,0
54,3.1,47.8,0,68.9,1.9,0.2,0.3,0.4,0.9,0
25,6.7,41.3,28.3,76.7,2.2,3,0.7,0.5,2.2,0
38,4,39.7,38,72.5,1.2,0.7,0.2,0,0.5,0
70,2,48.7,100,70.3,2.2,0.3,0.1,0.1,0.4,1
40,2.2,34.1,8.3,68.4,0.7,0.5,0.3,0.1,0.7,1
81,20.1,48.2,0,68.5,10,1.9,0.8,1.6,2.8,1
76,16.6,43.8,36,71.9,7.8,4.2,1.2,1.3,3.4,1
77,18,44.5,34.5,78.6,5.3,6.6,1.5,0.4,4,1
72,12,40.7,31.4,67.4,4.3,2.8,1.6,0.5,2.3,1
73,11.6,51.1,35.9,82.6,3.7,2.8,0.8,0.3,1.1,0
72,6.7,42.4,28.1,75.3,5.2,2.5,1.6,0.2,1.3,1
82,11.1,44.9,20.4,77.4,3.4,5.8,1,0.2,2,1
81,8.2,42.9,37.3,80,3.9,1.8,1.2,0.4,1.2,1
72,8.3,39.9,26.2,66,6.1,1.6,0.8,0.3,1.6,1
51,10.2,47.1,18.2,84.7,6.5,1.4,0.8,1,1,1
75,9.4,40.5,32.5,75.1,2.5,3.3,1.2,0.2,1.8,0
79,6.3,39.5,13,75,2.5,4.8,1.2,0.1,2.2,1
81,8.1,41.5,29.3,80.7,2,4.3,1.1,0.1,1.9,1
82,9.5,42.4,35,72.9,1.5,3.7,0.6,0,1.7,1
71,9,42,36.4,77.4,1.8,1.5,0.4,0.1,1.2,1
48,5.7,47.6,38.5,68.3,3.6,1.1,0.8,0.4,0.8,1
45,11.8,39.9,35.2,80.8,4.2,3.3,1.2,0.3,1.4,0
82,5.9,42,22.5,63.4,2,3.8,1.2,0.2,1.7,1
77,8.4,47.8,18.2,75.1,3.9,0.8,0.3,0.3,1.8,1
67,7,54.9,0,73.4,2.7,0.5,0.7,0.4,0.6,1
71,2.2,42,0,48.9,3.5,0.6,0.4,0.4,0.8,1
45,3.1,36.3,35.8,67.5,1.2,2.5,0.3,0,0.9,0
74,3.8,37.2,36.5,73.1,1.5,0.5,0.3,0.2,0.6,0
52,2.5,39.3,11.1,71.7,2.2,0.4,0.8,0.3,0.3,1
46,2.7,42.6,0,63.2,1.8,0.3,0.3,0.2,0.5,0
47,2.6,31.4,29.5,70.4,1.9,0.5,0.3,0.2,0.5,1
75,9.9,46.2,0,60.9,8.1,1.7,1.8,1.9,1.9,0
40,2.2,39.8,0,46.3,2,0.2,0.1,0.9,0.3,0
59,2.6,30.9,28.6,66.7,0.7,1.5,0.2,0,0.7,0
53,2,43.9,0,59.5,1,0.9,0.4,0,0.8,1
49,3.2,38.9,34,65.9,1.5,0.2,0.2,0.1,0.4,1
22,1.5,40.6,0,66.7,1.5,0,0.2,0.1,0.5,0
50,12.8,37.4,31,75.2,3.1,6,1.9,0,2.9,1
50,18.3,45,28.8,76.1,5.7,3,1.1,1.5,2.2,1
50,13.2,43,20.3,75.1,2.7,6.5,1.6,0.1,2.9,1
